Regiao;cod_uf;uf;codmun;nomemun;cod_microregiao;nome_microregiao;cod_mesoregiao;nome_mesoregiao;numero_unidades_locais;pessoal_ocupado_total;pessoal_ocupado_assalariado;salarios_e_outras_remuneracoes;salario_medio_mensal;numero_empresas_atuantes
Nordeste;29;BA;293240;Uiba›;29009;Irec€;2903;Centro Norte Baiano;113;647;526;4106;1.3;112
Nordeste;29;BA;293245;Umburanas;29008;Senhor do Bonfim;2903;Centro Norte Baiano;71;565;511;2239;1.1;71
Nordeste;29;BA;293260;Urandi;29026;Guanambi;2906;Centro Sul Baiano;265;1013;733;8031;1.9;257
Nordeste;29;BA;293315;Vﬂrzea Nova;29010;Jacobina;2903;Centro Norte Baiano;144;684;556;6504;1.8;142
Nordeste;29;BA;293345;Wanderley;29002;Cotegipe;2901;Extremo Oeste Baiano;114;501;397;3236;1.4;114
Nordeste;29;BA;293360;Xique-Xique;29006;Barra;2902;Vale S“o-Franciscano da Bahia;485;3230;2709;19772;1.5;476
Sudeste;31;MG;310020;Abaet⁄;31024;Tr€s Marias;3106;Central Mineira;678;3971;3165;31790;1.9;657
Sudeste;31;MG;310320;Ara˛a›;31027;Sete Lagoas;3107;Metropolitana de Belo Horizonte;52;587;544;4553;1.6;52
Sudeste;31;MG;310380;Arapuﬂ;31020;Patos de Minas;3105;Tri‘ngulo Mineiro/Alto Parana›ba;25;372;353;3140;1.7;25
Sudeste;31;MG;310390;Ara∑jos;31026;Bom Despacho;3106;Central Mineira;308;1942;1517;11891;1.5;305
Sudeste;31;MG;310420;Arcos;31044;Formiga;3109;Oeste de Minas;1592;9768;7717;90353;2.2;1560
Sudeste;31;MG;310450;Arinos;31001;Una›;3101;Noroeste de Minas;302;1106;817;9952;1.6;291
Sudeste;31;MG;310480;Augusto de Lima;31025;Curvelo;3106;Central Mineira;92;774;706;5365;1.5;92
Sudeste;31;MG;310510;Bambu›;31042;Piu›;3109;Oeste de Minas;587;3346;2658;37382;2.4;573
Sudeste;31;MG;310700;Biquinhas;31024;Tr€s Marias;3106;Central Mineira;86;308;224;2705;1.9;84
Sudeste;31;MG;310730;Bocai∑va;31009;Bocai∑va;3102;Norte de Minas;1260;7239;6111;64382;1.9;1240
Sudeste;31;MG;310740;Bom Despacho;31026;Bom Despacho;3106;Central Mineira;1305;9430;7603;79544;1.9;1254
Sudeste;31;MG;310820;Bonfinæpolis de Minas;31001;Una›;3101;Noroeste de Minas;171;672;520;5337;1.8;170
Sudeste;31;MG;310825;Bonito de Minas;31003;Januﬂria;3102;Norte de Minas;64;328;304;1705;1.1;64
Sudeste;31;MG;310855;Brasil‘ndia de Minas;31002;Paracatu;3101;Noroeste de Minas;262;1577;1181;13782;1.9;255
Sudeste;31;MG;310860;Bras›lia de Minas;31007;Montes Claros;3102;Norte de Minas;523;2875;2311;18071;1.4;516
Sudeste;31;MG;310920;Buenæpolis;31025;Curvelo;3106;Central Mineira;352;917;647;5518;1.6;348
Sudeste;31;MG;310930;Buritis;31001;Una›;3101;Noroeste de Minas;386;1958;1544;17135;1.9;377
Sudeste;31;MG;310940;Buritizeiro;31006;Pirapora;3102;Norte de Minas;476;3861;3391;32792;1.6;469
Sudeste;31;MG;310945;Cabeceira Grande;31001;Una›;3101;Noroeste de Minas;72;522;459;4962;2.2;71
Sudeste;31;MG;310990;Caetanæpolis;31027;Sete Lagoas;3107;Metropolitana de Belo Horizonte;293;2101;1767;16485;1.7;286
Sudeste;31;MG;311115;Campo Azul;31007;Montes Claros;3102;Norte de Minas;26;265;245;1356;1.1;26
Sudeste;31;MG;311150;Campos Altos;31023;Araxﬂ;3105;Tri‘ngulo Mineiro/Alto Parana›ba;405;1697;1158;14318;2;398
Sudeste;31;MG;311270;Capit“o En⁄as;31007;Montes Claros;3102;Norte de Minas;209;1327;1154;12737;1.9;206
Sudeste;31;MG;311400;Carmo da Mata;31046;Oliveira;3109;Oeste de Minas;321;1801;1465;14656;1.9;314
Sudeste;31;MG;311420;Carmo do Cajuru;31043;Divinæpolis;3109;Oeste de Minas;614;3635;3048;34227;2.1;603
Sudeste;31;MG;311430;Carmo do Parana›ba;31020;Patos de Minas;3105;Tri‘ngulo Mineiro/Alto Parana›ba;553;3831;3074;32720;2;540
Sudeste;31;MG;311450;Carmæpolis de Minas;31046;Oliveira;3109;Oeste de Minas;360;3049;2537;24843;1.8;352
Sudeste;31;MG;311490;Casa Grande;31034;Conselheiro Lafaiete;3107;Metropolitana de Belo Horizonte;33;249;217;2067;1.7;33
Sudeste;31;MG;311547;Catuti;31004;Jana∑ba;3102;Norte de Minas;87;391;343;2772;1.6;87
Sudeste;31;MG;311560;Cedro do Abaet⁄;31024;Tr€s Marias;3106;Central Mineira;18;124;116;1815;2.6;18
Sudeste;31;MG;311615;Chapada Ga∑cha;31003;Januﬂria;3102;Norte de Minas;170;703;554;4347;1.6;169
Sudeste;31;MG;311650;Claro dos Po˛ßes;31007;Montes Claros;3102;Norte de Minas;117;772;670;7576;2.1;117
Sudeste;31;MG;311660;Clﬂudio;31043;Divinæpolis;3109;Oeste de Minas;804;7819;6573;64932;1.9;784
Sudeste;31;MG;311750;Concei˛“o do Mato Dentro;31028;Concei˛“o do Mato Dentro;3107;Metropolitana de Belo Horizonte;237;1177;991;8969;1.8;235
Sudeste;31;MG;311760;Concei˛“o do Parﬂ;31043;Divinæpolis;3109;Oeste de Minas;172;1611;1462;26698;3.4;170
Sudeste;31;MG;311783;C∂nego Marinho;31003;Januﬂria;3102;Norte de Minas;72;335;293;2516;1.8;71
Sudeste;31;MG;311800;Congonhas;31034;Conselheiro Lafaiete;3107;Metropolitana de Belo Horizonte;1254;12749;11205;200270;3.4;1232
Sudeste;31;MG;311810;Congonhas do Norte;31028;Concei˛“o do Mato Dentro;3107;Metropolitana de Belo Horizonte;37;209;176;2540;1.8;37
Sudeste;31;MG;311830;Conselheiro Lafaiete;31034;Conselheiro Lafaiete;3107;Metropolitana de Belo Horizonte;3150;20003;15537;172199;2;3068
Sudeste;31;MG;311880;Cora˛“o de Jesus;31007;Montes Claros;3102;Norte de Minas;355;994;780;9940;1.5;352
Sudeste;31;MG;311890;Cordisburgo;31027;Sete Lagoas;3107;Metropolitana de Belo Horizonte;182;695;499;5269;1.8;178
Sudeste;31;MG;311910;Corinto;31025;Curvelo;3106;Central Mineira;628;2094;1561;25816;2.5;613
Sudeste;31;MG;311980;Cærrego Danta;31042;Piu›;3109;Oeste de Minas;73;330;274;2708;1.8;73
Sudeste;31;MG;311995;Cærrego Fundo;31044;Formiga;3109;Oeste de Minas;212;1475;1233;12107;1.8;210
Sudeste;31;MG;312040;Cristiano Otoni;31034;Conselheiro Lafaiete;3107;Metropolitana de Belo Horizonte;101;588;475;4058;1.6;100
Sudeste;31;MG;312060;Crucil‘ndia;31032;Itaguara;3107;Metropolitana de Belo Horizonte;96;555;449;4112;1.8;96
Sudeste;31;MG;312090;Curvelo;31025;Curvelo;3106;Central Mineira;2421;16089;13289;123524;1.7;2349
Sudeste;31;MG;312100;Datas;31010;Diamantina;3103;Jequitinhonha;80;392;340;3390;1.9;79
Sudeste;31;MG;312140;Desterro de Entre Rios;31034;Conselheiro Lafaiete;3107;Metropolitana de Belo Horizonte;100;457;354;3380;1.7;100
Sudeste;31;MG;312160;Diamantina;31010;Diamantina;3103;Jequitinhonha;1140;7538;6225;80790;2.5;1098
Sudeste;31;MG;312230;Divinæpolis;31043;Divinæpolis;3109;Oeste de Minas;7701;59396;48126;590933;2.4;7221
Sudeste;31;MG;312247;Dom Bosco;31001;Una›;3101;Noroeste de Minas;78;205;145;1691;1.6;78
Sudeste;31;MG;312320;Dores do Indaiﬂ;31026;Bom Despacho;3106;Central Mineira;481;2259;1648;14895;1.7;475
Sudeste;31;MG;312340;Doresæpolis;31042;Piu›;3109;Oeste de Minas;46;216;180;2559;2.4;46
Sudeste;31;MG;312380;Engenheiro Navarro;31009;Bocai∑va;3102;Norte de Minas;119;532;456;4049;1.4;117
Sudeste;31;MG;312390;Entre Rios de Minas;31034;Conselheiro Lafaiete;3107;Metropolitana de Belo Horizonte;448;1912;1335;12609;1.8;446
Sudeste;31;MG;312430;Espinosa;31004;Jana∑ba;3102;Norte de Minas;545;2847;2172;16248;1.4;528
Sudeste;31;MG;312470;Estrela do Indaiﬂ;31026;Bom Despacho;3106;Central Mineira;72;418;343;3515;1.9;69
Sudeste;31;MG;312570;Felixl‘ndia;31025;Curvelo;3106;Central Mineira;292;1714;1465;19158;2.1;287
Sudeste;31;MG;312610;Formiga;31044;Formiga;3109;Oeste de Minas;2117;16804;14116;140247;1.8;2053
Sudeste;31;MG;312620;Formoso;31001;Una›;3101;Noroeste de Minas;80;425;314;4982;2.1;78
Sudeste;31;MG;312660;Francisco Dumont;31009;Bocai∑va;3102;Norte de Minas;123;629;549;4818;1.4;121
Sudeste;31;MG;312670;Francisco Sﬂ;31007;Montes Claros;3102;Norte de Minas;634;1927;1298;14692;1.7;628
Sudeste;31;MG;312733;Gameleiras;31004;Jana∑ba;3102;Norte de Minas;59;186;148;2680;1.3;59
Sudeste;31;MG;312735;Glaucil‘ndia;31007;Montes Claros;3102;Norte de Minas;33;224;195;1905;1.3;33
Sudeste;31;MG;312760;Gouveia;31010;Diamantina;3103;Jequitinhonha;323;1903;1582;13553;1.5;319
Sudeste;31;MG;312825;Guaraciama;31009;Bocai∑va;3102;Norte de Minas;87;391;330;2462;1.3;87
Sudeste;31;MG;312860;Guarda-Mor;31002;Paracatu;3101;Noroeste de Minas;174;711;529;6601;2;173
Sudeste;31;MG;312960;Ibia›;31006;Pirapora;3102;Norte de Minas;135;319;204;2814;1.7;135
Sudeste;31;MG;312965;Ibiracatu;31007;Montes Claros;3102;Norte de Minas;59;443;412;2687;1.3;59
Sudeste;31;MG;313005;Icara› de Minas;31003;Januﬂria;3102;Norte de Minas;92;322;271;2377;1.5;92
Sudeste;31;MG;313020;Igaratinga;31043;Divinæpolis;3109;Oeste de Minas;253;2262;1922;17372;1.7;248
Sudeste;31;MG;313030;Iguatama;31042;Piu›;3109;Oeste de Minas;230;1256;961;16559;2.7;230
Sudeste;31;MG;313110;Inimutaba;31025;Curvelo;3106;Central Mineira;79;875;812;8012;1.7;79
Sudeste;31;MG;313210;Itacarambi;31003;Januﬂria;3102;Norte de Minas;478;2324;1787;17743;1.7;472
Sudeste;31;MG;313350;Itapecerica;31044;Formiga;3109;Oeste de Minas;512;3179;2568;27713;2.1;496
Sudeste;31;MG;313390;Itaverava;31034;Conselheiro Lafaiete;3107;Metropolitana de Belo Horizonte;57;408;352;2232;1.2;57
Sudeste;31;MG;313505;Ja›ba;31004;Jana∑ba;3102;Norte de Minas;513;3665;2992;24724;1.6;503
Sudeste;31;MG;313510;Jana∑ba;31004;Jana∑ba;3102;Norte de Minas;1501;10199;8547;82045;1.9;1467
Sudeste;31;MG;313520;Januﬂria;31003;Januﬂria;3102;Norte de Minas;1402;5237;3930;41399;2.1;1385
Sudeste;31;MG;313530;Japara›ba;31026;Bom Despacho;3106;Central Mineira;87;727;601;5257;1.5;86
Sudeste;31;MG;313535;Japonvar;31007;Montes Claros;3102;Norte de Minas;83;408;342;2324;1.3;83
Sudeste;31;MG;313540;Jeceaba;31032;Itaguara;3107;Metropolitana de Belo Horizonte;97;437;346;4353;2.1;97
Sudeste;31;MG;313560;Jequita›;31006;Pirapora;3102;Norte de Minas;155;653;510;4514;1.4;152
Sudeste;31;MG;313570;Jequitibﬂ;31027;Sete Lagoas;3107;Metropolitana de Belo Horizonte;164;766;568;4757;1.6;164
Sudeste;31;MG;313630;Jo“o Pinheiro;31002;Paracatu;3101;Noroeste de Minas;1209;8990;7337;77776;1.8;1177
Sudeste;31;MG;313640;Joaquim Fel›cio;31025;Curvelo;3106;Central Mineira;83;419;354;3021;1.3;83
Sudeste;31;MG;313680;Juramento;31007;Montes Claros;3102;Norte de Minas;58;361;312;2087;1.2;58
Sudeste;31;MG;313695;Juven›lia;31003;Januﬂria;3102;Norte de Minas;69;366;305;2003;1.7;69
Sudeste;31;MG;313710;Lagamar;31002;Paracatu;3101;Noroeste de Minas;166;992;764;10952;2.4;165
Sudeste;31;MG;313720;Lagoa da Prata;31026;Bom Despacho;3106;Central Mineira;1302;10956;9414;115314;2.3;1272
Sudeste;31;MG;313730;Lagoa dos Patos;31006;Pirapora;3102;Norte de Minas;62;331;311;1861;1.1;62
Sudeste;31;MG;313740;Lagoa Dourada;31058;S“o Jo“o Del Rei;3111;Campo das Vertentes;216;1105;842;8261;1.9;210
Sudeste;31;MG;313750;Lagoa Formosa;31020;Patos de Minas;3105;Tri‘ngulo Mineiro/Alto Parana›ba;287;1423;1118;10895;1.8;282
Sudeste;31;MG;313753;Lagoa Grande;31002;Paracatu;3101;Noroeste de Minas;219;1040;842;6295;1.5;217
Sudeste;31;MG;313810;Lassance;31006;Pirapora;3102;Norte de Minas;84;727;669;6978;2;84
Sudeste;31;MG;313830;Leandro Ferreira;31026;Bom Despacho;3106;Central Mineira;60;255;214;3307;2.3;59
Sudeste;31;MG;313865;Lontra;31007;Montes Claros;3102;Norte de Minas;124;304;215;2472;2.2;124
Sudeste;31;MG;313868;Luisl‘ndia;31007;Montes Claros;3102;Norte de Minas;66;334;302;2375;1.4;65
Sudeste;31;MG;313880;Luz;31026;Bom Despacho;3106;Central Mineira;449;3002;2421;23742;1.9;440
Sudeste;31;MG;313925;Mamonas;31004;Jana∑ba;3102;Norte de Minas;49;299;253;1438;1.1;47
Sudeste;31;MG;313930;Manga;31003;Januﬂria;3102;Norte de Minas;417;1631;1298;11142;1.5;410
Sudeste;31;MG;313970;Maravilhas;31027;Sete Lagoas;3107;Metropolitana de Belo Horizonte;180;1215;1039;9422;1.6;176
Sudeste;31;MG;314050;Martinho Campos;31026;Bom Despacho;3106;Central Mineira;388;3724;3227;32270;1.7;373
Sudeste;31;MG;314085;Matias Cardoso;31003;Januﬂria;3102;Norte de Minas;91;408;312;5710;1.7;89
Sudeste;31;MG;314100;Mato Verde;31004;Jana∑ba;3102;Norte de Minas;263;892;630;5030;1.6;261
Sudeste;31;MG;314120;Matutina;31020;Patos de Minas;3105;Tri‘ngulo Mineiro/Alto Parana›ba;86;464;355;3148;1.7;85
Sudeste;31;MG;314130;Medeiros;31042;Piu›;3109;Oeste de Minas;41;325;291;2343;1.4;41
Sudeste;31;MG;314200;Mirabela;31007;Montes Claros;3102;Norte de Minas;259;943;691;7184;1.9;256
Sudeste;31;MG;314225;Mirav‘nia;31003;Januﬂria;3102;Norte de Minas;40;105;72;2525;1.7;40
Sudeste;31;MG;314240;Moema;31026;Bom Despacho;3106;Central Mineira;299;790;493;5881;1.7;298
Sudeste;31;MG;314250;Monjolos;31025;Curvelo;3106;Central Mineira;26;218;199;1942;1.7;26
Sudeste;31;MG;314270;Montalv‘nia;31003;Januﬂria;3102;Norte de Minas;323;1127;818;6859;1.6;323
Sudeste;31;MG;314290;Monte Azul;31004;Jana∑ba;3102;Norte de Minas;630;1865;1302;11185;1.6;627
Sudeste;31;MG;314330;Montes Claros;31007;Montes Claros;3102;Norte de Minas;9497;70691;59354;691296;2.2;9127
Sudeste;31;MG;314350;Morada Nova de Minas;31024;Tr€s Marias;3106;Central Mineira;268;1199;987;10404;1.9;266
Sudeste;31;MG;314360;Morro da Gar˛a;31025;Curvelo;3106;Central Mineira;83;382;323;4186;1.5;83
Sudeste;31;MG;314437;Natal‘ndia;31001;Una›;3101;Noroeste de Minas;56;300;257;2446;1.7;56
Sudeste;31;MG;314505;Nova Porteirinha;31004;Jana∑ba;3102;Norte de Minas;90;684;620;6789;1.8;89
Sudeste;31;MG;314520;Nova Serrana;31043;Divinæpolis;3109;Oeste de Minas;2033;23232;20378;167635;1.5;2015
Sudeste;31;MG;314560;Oliveira;31046;Oliveira;3109;Oeste de Minas;1046;7105;5720;54158;1.8;1005
Sudeste;31;MG;314580;On˛a de Pitangui;31029;Parﬂ de Minas;3107;Metropolitana de Belo Horizonte;47;233;195;2228;2.2;46
Sudeste;31;MG;314590;Ouro Branco;31034;Conselheiro Lafaiete;3107;Metropolitana de Belo Horizonte;1273;17269;15709;427966;5.2;1253
Sudeste;31;MG;314610;Ouro Preto;31033;Ouro Preto;3107;Metropolitana de Belo Horizonte;1994;16876;14372;252705;3.4;1906
Sudeste;31;MG;314640;Paineiras;31024;Tr€s Marias;3106;Central Mineira;154;633;445;3832;1.6;152
Sudeste;31;MG;314650;Pains;31044;Formiga;3109;Oeste de Minas;253;2245;1882;19280;1.9;252
Sudeste;31;MG;314655;Pai Pedro;31004;Jana∑ba;3102;Norte de Minas;38;488;471;3007;1.2;38
Sudeste;31;MG;314690;Papagaios;31027;Sete Lagoas;3107;Metropolitana de Belo Horizonte;468;3396;2969;29296;1.8;453
Sudeste;31;MG;314700;Paracatu;31002;Paracatu;3101;Noroeste de Minas;2140;15563;12961;216957;2.8;2072
Sudeste;31;MG;314740;Paraopeba;31027;Sete Lagoas;3107;Metropolitana de Belo Horizonte;707;4865;4048;38664;1.8;699
Sudeste;31;MG;314770;Passa Tempo;31046;Oliveira;3109;Oeste de Minas;145;1024;881;7969;1.7;142
Sudeste;31;MG;314795;Patis;31007;Montes Claros;3102;Norte de Minas;43;306;263;2416;1.6;43
Sudeste;31;MG;314800;Patos de Minas;31020;Patos de Minas;3105;Tri‘ngulo Mineiro/Alto Parana›ba;4661;32282;26064;297088;2.2;4499
Sudeste;31;MG;314890;Pedra do Indaiﬂ;31044;Formiga;3109;Oeste de Minas;84;709;634;7743;2.2;84
Sudeste;31;MG;314915;Pedras de Maria da Cruz;31003;Januﬂria;3102;Norte de Minas;163;552;405;4280;1.8;162
Sudeste;31;MG;314960;Pequi;31027;Sete Lagoas;3107;Metropolitana de Belo Horizonte;72;416;319;2759;1.7;72
Sudeste;31;MG;314970;Perdig“o;31043;Divinæpolis;3109;Oeste de Minas;256;1573;1240;11259;1.6;256
Sudeste;31;MG;315040;Piedade dos Gerais;31032;Itaguara;3107;Metropolitana de Belo Horizonte;71;322;258;2396;1.6;70
Sudeste;31;MG;315050;Pimenta;31044;Formiga;3109;Oeste de Minas;160;961;824;10817;1.7;159
Sudeste;31;MG;315057;Pintæpolis;31003;Januﬂria;3102;Norte de Minas;99;433;372;3161;1.5;99
Sudeste;31;MG;315060;Piracema;31046;Oliveira;3109;Oeste de Minas;116;518;407;3985;1.7;115
Sudeste;31;MG;315120;Pirapora;31006;Pirapora;3102;Norte de Minas;1650;11304;9902;119414;2.3;1599
Sudeste;31;MG;315140;Pitangui;31029;Parﬂ de Minas;3107;Metropolitana de Belo Horizonte;687;4813;4012;39635;1.9;664
Sudeste;31;MG;315150;Piumhi;31042;Piu›;3109;Oeste de Minas;1190;5592;4269;42691;1.9;1151
Sudeste;31;MG;315200;Pomp⁄u;31024;Tr€s Marias;3106;Central Mineira;868;5049;4173;43100;2;837
Sudeste;31;MG;315213;Ponto Chique;31007;Montes Claros;3102;Norte de Minas;37;337;294;2181;1.4;37
Sudeste;31;MG;315220;Porteirinha;31004;Jana∑ba;3102;Norte de Minas;745;2206;1534;15276;1.6;735
Sudeste;31;MG;315320;Presidente Juscelino;31025;Curvelo;3106;Central Mineira;62;337;286;2544;1.7;62
Sudeste;31;MG;315330;Presidente Kubitschek;31010;Diamantina;3103;Jequitinhonha;45;289;265;2452;1.6;45
Sudeste;31;MG;315340;Presidente Olegﬂrio;31002;Paracatu;3101;Noroeste de Minas;267;1490;1208;17941;2.3;264
Sudeste;31;MG;315370;Quartel Geral;31026;Bom Despacho;3106;Central Mineira;61;369;312;3228;1.9;61
Sudeste;31;MG;315380;Queluzito;31034;Conselheiro Lafaiete;3107;Metropolitana de Belo Horizonte;31;171;131;2307;2.7;30
Sudeste;31;MG;315420;Resende Costa;31058;S“o Jo“o Del Rei;3111;Campo das Vertentes;389;1240;804;7169;1.7;374
Sudeste;31;MG;315445;Riachinho;31006;Pirapora;3102;Norte de Minas;115;336;244;3868;2.1;111
Sudeste;31;MG;315450;Riacho dos Machados;31004;Jana∑ba;3102;Norte de Minas;127;906;787;7147;1.5;127
Sudeste;31;MG;315550;Rio Parana›ba;31020;Patos de Minas;3105;Tri‘ngulo Mineiro/Alto Parana›ba;169;1248;1038;12250;1.9;168
Sudeste;31;MG;315760;Santa F⁄ de Minas;31006;Pirapora;3102;Norte de Minas;41;281;249;2018;1.3;41
Sudeste;31;MG;315850;Santana de Pirapama;31027;Sete Lagoas;3107;Metropolitana de Belo Horizonte;54;418;350;3742;1.7;54
Sudeste;31;MG;315900;Santana do Riacho;31027;Sete Lagoas;3107;Metropolitana de Belo Horizonte;101;503;376;3722;1.8;100
Sudeste;31;MG;315970;Santa Rosa da Serra;31020;Patos de Minas;3105;Tri‘ngulo Mineiro/Alto Parana›ba;34;328;306;3250;2;34
Sudeste;31;MG;316040;Santo Ant∂nio do Monte;31043;Divinæpolis;3109;Oeste de Minas;833;5454;4477;36660;1.5;818
Sudeste;31;MG;316060;Santo Hipælito;31025;Curvelo;3106;Central Mineira;62;319;294;2395;1.5;62
Sudeste;31;MG;316090;S“o Brﬂs do Sua˛u›;31034;Conselheiro Lafaiete;3107;Metropolitana de Belo Horizonte;129;537;379;4239;1.9;128
Sudeste;31;MG;316110;S“o Francisco;31003;Januﬂria;3102;Norte de Minas;859;3101;2423;26227;1.8;849
Sudeste;31;MG;316120;S“o Francisco de Paula;31046;Oliveira;3109;Oeste de Minas;132;605;470;4710;1.9;131
Sudeste;31;MG;316170;S“o Gon˛alo do Abaet⁄;31002;Paracatu;3101;Noroeste de Minas;210;1040;839;9367;2;206
Sudeste;31;MG;316180;S“o Gon˛alo do Parﬂ;31043;Divinæpolis;3109;Oeste de Minas;221;2438;2093;17890;1.7;220
Sudeste;31;MG;316210;S“o Gotardo;31020;Patos de Minas;3105;Tri‘ngulo Mineiro/Alto Parana›ba;735;4159;3169;36873;2.1;720
Sudeste;31;MG;316225;S“o Jo“o da Lagoa;31007;Montes Claros;3102;Norte de Minas;56;277;259;1611;1.3;56
Sudeste;31;MG;316240;S“o Jo“o da Ponte;31007;Montes Claros;3102;Norte de Minas;230;1222;1077;7582;1.3;224
Sudeste;31;MG;316245;S“o Jo“o das Missßes;31003;Januﬂria;3102;Norte de Minas;75;399;348;2929;1.5;75
Sudeste;31;MG;316265;S“o Jo“o do Pacu›;31007;Montes Claros;3102;Norte de Minas;30;209;200;1221;1.2;30
Sudeste;31;MG;316420;S“o Rom“o;31006;Pirapora;3102;Norte de Minas;149;543;411;4626;1.7;149
Sudeste;31;MG;316430;S“o Roque de Minas;31042;Piu›;3109;Oeste de Minas;146;684;541;6173;1.9;143
Sudeste;31;MG;316460;S“o Sebasti“o do Oeste;31043;Divinæpolis;3109;Oeste de Minas;77;1802;1725;16422;1.8;75
Sudeste;31;MG;316660;Serra da Saudade;31026;Bom Despacho;3106;Central Mineira;13;220;210;1818;1.6;13
Sudeste;31;MG;316695;Serranæpolis de Minas;31004;Jana∑ba;3102;Norte de Minas;40;277;263;1918;1.4;40
Sudeste;31;MG;316820;Tapira›;31042;Piu›;3109;Oeste de Minas;17;167;160;1524;1.8;17
Sudeste;31;MG;316890;Tiros;31020;Patos de Minas;3105;Tri‘ngulo Mineiro/Alto Parana›ba;167;606;419;5323;2.1;167
Sudeste;31;MG;316935;Tr€s Marias;31024;Tr€s Marias;3106;Central Mineira;883;5676;4798;73035;2.8;870
Sudeste;31;MG;317000;Uba›;31007;Montes Claros;3102;Norte de Minas;203;571;440;3012;1.3;203
Sudeste;31;MG;317040;Una›;31001;Una›;3101;Noroeste de Minas;2160;12739;9800;112069;2.2;2115
Sudeste;31;MG;317047;Uruana de Minas;31001;Una›;3101;Noroeste de Minas;44;207;161;2576;1.9;44
Sudeste;31;MG;317052;Urucuia;31003;Januﬂria;3102;Norte de Minas;122;816;686;6423;1.7;120
Sudeste;31;MG;317060;Vargem Bonita;31042;Piu›;3109;Oeste de Minas;49;222;184;2132;2;49
Sudeste;31;MG;317075;Varj“o de Minas;31002;Paracatu;3101;Noroeste de Minas;126;565;444;4222;1.7;123
Sudeste;31;MG;317080;Vﬂrzea da Palma;31006;Pirapora;3102;Norte de Minas;940;6262;5491;67952;2.1;911
Sudeste;31;MG;317090;Varzel‘ndia;31007;Montes Claros;3102;Norte de Minas;267;1199;981;6260;1.3;263
Sudeste;31;MG;317100;Vazante;31002;Paracatu;3101;Noroeste de Minas;585;3295;2642;52647;3.3;583
Sudeste;31;MG;317103;Verdel‘ndia;31007;Montes Claros;3102;Norte de Minas;53;219;167;5116;1.4;51
